,Sys no.,Link,Title,Subject: 650 field only,Questions,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Best Bets
MH,4151380,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4151380",Colonial America.,,,American Studies,History,,,,
MH,4151513,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4151513",Thesaurus Exemplorum Medii Aevi (ThEMA),Exempla,,Medieval Studies,,,,,
MH,4181567,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4181567",Getty Publications Virtual Library.,Art--History.;Art--Conservation and restoration.;Architecture.;Humanities.;Museum publications--California--Los Angeles.,,"Art, Art History, and Design",,,,,
MH,4181641,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4181641",GreenFILE.,Human ecology--Abstracts--Databases.;Environmental sciences--Abstracts--Databases.;Conservation of natural resources--Abstracts--Databases.;Environmental protection--Abstracts--Databases.;Sustainable development--Abstracts--Databases.;Global warming--Abstracts--Databases.;Renewable energy sources--Abstracts--Databases.;Pollution--Abstracts--Databases.,,"Biology, Environmental Sciences, and Medicine",Civil and Environmental Engineering,,,,
MH,4181802,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4181802",WRDS SEC analytics suite,Securities--United States--Statistics.,,Business,,,,,
MH,4274517,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4274517",Drama online,Drama--Databases.;Theater--Databases.,,"Film, Television, and Theatre",,,,,
MH,4274524,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4274524",Religion past and present,Religion--Encyclopedias.,,Theology and Religion,,,,,
MH,4276879,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4276879",Dead Sea scrolls electronic library.,"Manuscripts, Aramaic--West Bank--Qumran Site--Databases.;Manuscripts, Hebrew--West Bank--Qumran Site--Databases.;Manuscripts, Aramaic--West Bank--Qumran Site--Facsimiles.;Manuscripts, Hebrew--West Bank--Qumran Site--Facsimiles.",,Theology and Religion,,,,,
MH,4300525,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4300525",Lexicon of Greek Grammarians in Antiquity /,Grammarians--Biography--Encyclopedias.;Greek language--Grammar--History--Encyclopedias.;Greek language--Texts--Encyclopedias.,,Classics,,,,,
MH,4368749,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4368749",Kanopy.,Social sciences--Databases.;Medical sciences--Databases.;Business--Databases.;Mass media--Databases.;Communication--Databases.;Science--Databases.;Arts--Databases.;Teachers--Training of--Databases.;Streaming video.,,,,,,,
MH,4369466,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4369466",Wan Qing qi kan quan wen shu ju ku (1833-1911)=Late Qing dynasty periodical full-text database (1833-1911),Chinese periodicals--China--Databases.;Chinese periodicals--China.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,4369467,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4369467",Minguo shi qi qi kan quan wen shu ju ku (1911-1949)=Chinese periodical full-text database (1911~1949),Humanities--China--Periodicals--Databases.;Social sciences--China--Periodicals--Databases.;Military art and science--Periodicals--Databases.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,4369997,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4369997",American religion :,Religious newspapers and periodicals--United States--Databases.;Religion and culture--United States--History--19th century--Sources--Databases.;American newspapers--Databases.,,Theology and Religion,Catholic Studies,American Studies,,,
MH,4370021,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4370021",Archives of sexuality & gender.,Sexual minorities--History--Sources.;Lesbians--History--Sources.;Gay men--History--Sources.;Bisexuals--History--Sources.;Gays--History--Sources.;Transgender people--History--Sources.,,Gender Studies,,,,,
MH,4370529,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4370529",Byzantinische bibliographie,"Byzantine antiquities--Bibliography.;Greek literature--Bibliography.;Art, Byzantine--Bibliography.",,Medieval Studies,,,,,
MH,4372456,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4372456",Checkpoint catalyst,,,Business,,,,,
MH,4372470,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4372470",University press scholarship online.,"Anthropology--Databases.;Archaeology--Databases.;Biology--Databases.;Commerce--Databases.;Management--Databases.;Classical philology--Databases.;Civilization, Classical--Databases.;Economics--Databases.;Finance--Databases.;Mass media--Databases.;History--Databases.;Law--Databases.;Linguistics--Databases.;Literature--Databases.;Mathematics--Databases.;Music--Databases.;Neurosciences--Databases.;Palliative treatment--Databases.;Philosophy--Databases.;Physics--Databases.;Political science--Databases.;Psychology--Databases.;Public health--Databases.;Epidemiology--Databases.;Religion--Databases.;Social service--Databases.;Culture--Databases.;Sociology--Databases.",,Multidisciplinary,,,,,
MH,4373223,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4373223",Medieval Family Life.,Heraldry--Great Britain--History--To 1500--Sources--Databases.;Families--Great Britain--History--To 1500--Sources--Databases.,,Medieval Studies,,,,,
MH,4373228,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4373228",Medieval travel writing.,"Voyages and travels--Early works to 1800.;Europeans--Travel--Sources.;Travelers' writings, European--Sources.;Travel writing--Europe--History.;Literature, Medieval.",,Medieval Studies,,,,,
MH,4373229,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4373229",African American communities.,African Americans--History--1877-1964.;African Americans--History--1964-.;African Americans--Civil rights--History.;African Americans--Social conditions--History.;Civil rights movements--United States.,,Africana Studies,American Studies,History,,,
MH,4373243,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4373243",World's Fairs :,Fairs.;Exhibitions.,,History,,,,,
MH,4390031,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4390031",Uniworld online.,"International business enterprises--United States--Directories.;International business enterprises--Directories.;Business enterprises--United States--Directories.;Corporations, American--Foreign countries--Directories.;Corporations, Foreign--United States--Directories.;Business enterprises--Directories.;Subsidiary corporations--Directories.",,Business,,,,,
MH,4391008,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4391008",DOAJ.,Electronic journals--Directories.;Scholarly periodicals--Directories.;Periodicals--Directories.,,Multidisciplinary,,,,,
MH,4391255,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4391255",China academic journals full-text database,Chinese periodicals--China--Indexes.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,4391773,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4391773",Encyclopaedia Islamica,Islam--Encyclopedias.;Shīʻah--Encyclopedias.;Islamic civilization--Encyclopedias.,,"Arabic, Near Eastern, and Islamic Studies",,,,,
MH,4394326,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4394326",Women and social movements in the United States 1600-2000.,Women--United States--History.;Women--United States--Sources.;Women social reformers--United States--History.;Women social reformers--United States--Sources.;Feminism--United States--History.;Feminism--United States--Sources.;Social movements--United States--History.;Social movements--United States--Sources.;Women--United States--Social conditions.;Women--United States--Social conditions--Sources.;Women--Government policy--United States.,,History,American Studies,Gender Studies,,,
MH,4394332,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4394332",Dictionary plus :,History--Dictionaries.,,History,,,,,
MH,4395133,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4395133",Mergent Intellect,Corporations--United States--Databases.;Corporations--Databases.;Securities--United States--Databases.,,Business,,,,,
MH,4402193,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4402193",Rare book hub.,Rare books--Databases.,,,,,,,
MH,4408298,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4408298",SAGE research methods.,Research--Methodology--Databases.,,Mathematics and Applied Mathematics,,,,,
MH,4408659,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4408659",American periodicals from the Center for Research Libraries.,American periodicals--19th century--Databases.;American periodicals--20th century--Databases.,,,,,,,
MH,4418328,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4418328",Gale researcher,,,Multidisciplinary,,,,,
MH,4432956,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4432956",Eighteenth century drama :,English drama--18th century--History and criticism.;Theater--Great Britain--History--18th century.,,History,,,,,
MH,4438532,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4438532",Duden online,"German language--Orthography and spelling--Dictionaries--Databases.;German language--Foreign words and phrases--Dictionaries--Databases.;German language--Synonyms and antonyms--Dictionaries--Databases.;Names, Personal--Dictionaries--Databases.;Abbreviations, German--Dictionaries--Databases.",,"German Language, Literature, and Culture",,,,,
MH,4440024,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4440024",Gandhi heritage portal,Statesmen--India--Biography.,,,,,,,
MH,4446420,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4446420",Judaic scholar digital reference library.,Jews--History--Databases.;Jews--History--Bibliography.;Judaism--History--Databases.;Judaism--History--Bibliography.,,Theology and Religion,,,,,
MH,4463901,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4463901",RILM abstracts of music literature.,Music--Indexes.;Music--Abstracts.;Music--Periodicals--Indexes.,,Music,,,,,
MH,4468400,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4468400",Village potential statistics (PODES),,,,,,,,
MH,4488353,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4488353",Retrospective index to music periodicals with full text,Music--19th century--Periodicals.;Music--19th century--Databases.;Music--20th century--Periodicals.;Music--20th century--Databases.;Musicology--Periodicals.;Musicology--Databases.,,Music,,,,,
MH,4488362,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4488362",Répertoire international des sources musicales :,Music--Bibliography.;Music--Manuscripts--Catalogs.;Music libraries--Directories.,,Music,,,,,
MH,4490745,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4490745",Sacramentum mundi online /,Theology--Dictionaries.;Theology--Databases.,,Theology and Religion,,,,,
MH,4497650,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4497650",Index to the study of religions /,Religion--Bibliography--Databases.,,Theology and Religion,"Arabic, Near Eastern, and Islamic Studies",,,,
MH,4515269,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4515269",Shakespeare in performance :,Promptbooks--Sources.;Theater--England--History--Sources.,,English Language and Literature,"Film, Television, and Theatre",,,,
MH,4515270,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4515270","Foreign Office files for China, 1919-1980.",,,"East Asian (Chinese, Japanese, and Korean) Studies",History,,,,
MH,4517068,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4517068",International bibliography of theatre & dance with full text.,Performing arts--Bibliography.;Theater--Bibliography.;Dance--Bibliography.,,"Film, Television, and Theatre",,,,,
MH,4517092,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4517092",Play index.,Drama--Databases.,,"Film, Television, and Theatre",,,,,
MH,4527969,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4527969",International bibliography of humanism and the Renaissance.,Renaissance--Bibliography.;Renaissance--Databases.;Humanism--Bibliography.;Humanism--Databases.,,History,,,,,
MH,4528819,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528819",Fonte académica.,Biography--Databases.;Science--Databases.;Social sciences--Databases.;Law--Databases.;Literature--Databases.,,"Latin American, Iberian, and Latino Studies",,,,,
MH,4528821,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528821",Hoosier state chronicles.,American newspapers--Indiana.,,,,,,,
MH,4528822,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528822",Literary reference center plus.,Literature--History and criticism--Databases.;English literature--History and criticism--Databases.;American literature--History and criticism--Databases.,,English Language and Literature,American Studies,,,,
MH,4528824,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528824",Points of view reference center.,Political sociology--Databases.,,Political Science,Sociology,,,,
MH,4528826,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528826",Referencia Latina.,Spanish periodicals--Indexes.;Latin American periodicals--Indexes.;Periodicals--Indexes.,,"Latin American, Iberian, and Latino Studies",,,,,
MH,4528827,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528827",Short story index (H.W. Wilson).,Short stories--Indexes--Databases.;Short stories--Bibliography--Databases.,,English Language and Literature,,,,,
MH,4528828,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528828",Social sciences full text (H.W. Wilson).,Social sciences--Periodicals--Indexes.;Social sciences--Abstracts--Databases.,,Sociology,Political Science,,,,
MH,4528838,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528838",Fuente académica premier.,Latin American periodicals--Databases.;Spanish periodicals--Databases.;Portuguese periodicals--Databases.;Electronic journals.,,"Latin American, Iberian, and Latino Studies",,,,,
MH,4528879,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4528879",Humanities full text (H.W. Wilson).,Humanities--Periodicals--Indexes.;Humanities--Abstracts--Databases.,,English Language and Literature,,,,,
MH,4529656,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4529656",Consumer health complete.,Medicine--Encyclopedias.;Medicine--Databases.;Drugs--Encyclopedias.;Drugs--Databases.;Human anatomy--Pictorial works.;Human anatomy--Databases.;Pathology--Pictorial works.;Pathology--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
MH,4529662,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4529662",Health reference center academic.,Medicine--Databases.;Health--Databases.;Diseases--Databases.;Drugs--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
MH,4529664,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4529664",Indiana Memory.,,,,,,,,
MH,4529667,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4529667",Science reference center.,Science--Databases.;Biology--Databases.;Chemistry--Databases.;Earth sciences--Databases.;Ecology--Databases.;Health--Databases.;Medicine--Databases.;Life sciences--Databases.;Science and civilization--Databases.;Scientists--Databases.;Animals--Databases.;Plants--Databases.;Physics--Databases.;Technology--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
MH,4530212,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4530212",Military and intelligence collection.,Military art and science--Databases.;Military intelligence--Databases.,,,,,,,
MH,4538061,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4538061",Entrepreneurial studies source.,Small business--United States--Databases.;Entrepreneurship--United States--Databases.,,Business,,,,,
MH,4542788,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4542788","Immigrations, migrations and refugees :","Emigration and immigration--History--20th century--Sources--Databases.;Refugees--History--20th century--Sources--Databases.;Migration, Internal--History--20th century--Sources--Databases.",,Global Affairs,History,,,,
MH,4542789,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4542789",Apartheid :,Apartheid--Sources--Databases.,,,,,,,
MH,4542790,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4542790",The cold war :,Cold War--Sources--Databases.,,History,,,,,
MH,4542791,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4542791",Middle East and North Africa :,,,"Arabic, Near Eastern, and Islamic Studies",,,,,
MH,4542792,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4542792",American race relations :,,,American Studies,,,,,
MH,4544209,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4544209",REED online,"English drama--To 1500--History and criticism--Sources.;Theater--England--History--Medieval, 500-1500--Sources.;Performing arts--England--History--Sources.;Music--Performance--England--History--Sources.",,History,Medieval Studies,"Film, Television, and Theatre",,,
MH,4544926,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4544926",Oxford scholarly editions online.,English literature--Databases.;Classical literature--Databases.,,English Language and Literature,,,,,
MH,4548846,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4548846",Past masters commons,,,Classics,Philosophy,,,,
MH,4593905,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4593905",ProQuest history vault.,African Americans--Civil rights--20th century--Sources.,,Africana Studies,History,American Studies,,,
MH,4593990,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4593990",ProQuest history vault.,African Americans--Civil rights--History--20th century--Sources.;African Americans--History--1877-1964--Sources.,,Africana Studies,History,American Studies,,,
MH,4600308,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4600308",The Foundation directory online.,Endowments--United States--Directories.,,,,,,,
MH,4641910,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4641910",Le grand Robert & Collins :,French language--Dictionaries--English.;English language--Dictionaries--French.,,"French Language, Literature, and Culture",,,,,
MH,4644952,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4644952",EIU country reports.,"World politics--Databases.;International economic relations--Databases.;International finance--Databases.;International business enterprises--Databases.;Investments, Foreign--Databases.",,Political Science,Global Affairs,,,,
MH,4701196,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4701196",The Oxford dictionary of the Middle Ages /,"Civilization, Medieval--Encyclopedias.;Middle Ages--Encyclopedias.",,Medieval Studies,,,,,
MH,4726269,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4726269",Chinamaxx digital libraries =,Chinese imprints--Databases.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,4759091,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4759091",ICSD.,Crystals--Structure--Databases.;Inorganic compounds--Structure--Databases.;Crystallography--Databases.,,Chemistry and Biochemistry,Chemical Engineering,,,,
MH,4862045,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4862045",A&AePortal.,Art--History--Databases.;Architecture--History--Databases.;Artists--History--Databases.,,Architecture,"Art, Art History, and Design",,,,
MH,4862587,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4862587",Scopus.,Science--Abstracts.;Science--Indexes.;Social sciences--Abstracts.;Social sciences--Indexes.;Social sciences--Indexes--Databases.;Social sciences--Abstracts--Databases.,,Multidisciplinary,,,,,
MH,4863171,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4863171",Oxford research encyclopedias.,Religion--Encyclopedias.,,Theology and Religion,"Arabic, Near Eastern, and Islamic Studies",,,,
MH,4866612,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4866612",Life magazine archive.,Popular culture--Periodicals--Databases.;Periodicals--Databases.,,,,,,,
MH,4866613,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4866613",American Antiquarian Society (AAS) historical periodicals collection.,American periodicals--Databases.,,American Studies,History,,,,
MH,4867072,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4867072",Sports illustrated magazine archive,Sports--History.;Sports--Periodicals.,,,,,,,
MH,4925933,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4925933",Oxford research encyclopedias.,,,,,,,,
MH,4925933,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,4925933",Oxford research encyclopedias.,,,,,,,,
MH,5056651,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5056651",American Indian newspapers.,Indians of North America--Newspapers--Databases.;American newspapers--Databases.;Canadian newspapers--Databases.;Indians of North America--History--20th century--Sources--Databases.;Indians of North America--History--19th century--Sources--Databases.;Indians of North America--History--21st century--Sources--Databases.,,American Studies,History,,,,
MH,5066946,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5066946",FocusEconomics consensus forecast,,,Economics,,,,,
MH,5071217,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5071217",Zhongguo lian huan hua shu zi tu shu guan.,"Comic books, strips, etc.--China--Databases.;Cartoonists--China--Databases.;Caricatures and cartoons--China--Biography.",,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,5078327,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5078327",Digital scholar lab from Gale.,Digital humanities--Databases.;Humanities--Research--Databases.;Humanities--Study and teaching (Higher)--Databases.;History--Sources--Databases.,,,,,,,
MH,5096185,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5096185",The Coptic gnostic library :,Gnostic literature.;Gnosticism.,,Theology and Religion,,,,,
MH,5096926,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5096926",American historical periodicals from the American Antiquarian Society.,American periodicals--Databases.,,History,American Studies,,,,
MH,5108436,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,5108436",Wiley online library.,Science--Databases.;Science--Periodicals.,,,,,,,
