,Sys no.,Link,Title,Subject: 650 field only,Questions,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Best Bets
MH,2689352,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2689352",ENGnetBASE.,"Engineering--Databases.;Engineering--Handbooks, manuals, etc.--Databases.",,Engineering,,,,,
MH,2689595,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2689595",CHEMnetBASE,Chemistry--Dictionaries.;Polymers--Dictionaries.;Chemistry--Tables.;Physics--Tables.,,Chemical Engineering,Chemistry and Biochemistry,,,,
MH,2689792,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2689792",The Responsa project.,Responsa--Databases.;Jewish law--Databases.;Rabbinical literature--Databases.,,Theology and Religion,,,,,
MH,2689988,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2689988",Alloy phase diagram database.,"Alloys--Databases.;Phase diagrams--Databases.;Phase diagrams, Ternary--Databases.;Binary systems (Metallurgy)--Databases.",,Chemistry and Biochemistry,,,,,
MH,2690357,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2690357",e-EROS,Chemical tests and reagents--Encyclopedias.;Organic compounds--Synthesis--Encyclopedias.,,Chemistry and Biochemistry,Chemical Engineering,,,,
MH,2698131,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2698131",DigiZeitschriften,Scholarly periodicals--Germany.,,"German Language, Literature, and Culture",,,,,
MH,2698852,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2698852",SPIE digital library,Optics--Congresses.;Optics--Periodicals.;Photonics--Congresses.;Photonics--Periodicals.;Optical engineering.,,Physics,,,,,
MH,2699223,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2699223",DRAM.,Music--United States--Databases.;Music--Databases.,,"Film, Television, and Theatre",,,,,
MH,2699658,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2699658",DAAI,Design--Indexes.;Industrial design--Indexes.;Industrial design--Directories.;Decorative arts--Indexes.;Decorative arts--Directories.;Graphic arts--Indexes.;Graphic arts--Directories.,,"Art, Art History, and Design",,,,,
MH,2699710,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2699710",International bibliography of art,Art--Periodicals--Indexes.;Art--Abstracts.,,"Art, Art History, and Design",,,,,
MH,2699850,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2699850",Film index international.,Motion pictures--Databases.;Motion pictures--Indexes.;Motion pictures--Awards--Databases.;Motion pictures--Awards--Indexes.;Motion pictures--Production and direction--Databases.;Motion pictures--Production and direction--Indexes.,,"Film, Television, and Theatre",,,,,
MH,2699852,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2699852",FIAF international index to film periodicals plus.,Motion pictures--Databases.;Motion pictures--Periodicals--Indexes.;Television programs--Periodicals--Indexes.,,"Film, Television, and Theatre",,,,,
MH,2701615,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2701615",ASM premium content through Knovel,"Metals--Handbooks, manuals, etc.",,Civil and Environmental Engineering,,,,,
MH,2705140,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2705140",International directory of philosophy,Philosophy--Directories.,,Philosophy,,,,,
MH,2705259,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2705259",Slavery & anti-slavery,Slavery--History--Sources.;Slavery--United States--History--Sources--Databases.;Slaves--United States--History--Sources--Databases.;African Americans--History--Sources--Databases.,,History,American Studies,,,,
MH,2718139,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2718139",Biblindex,,,Theology and Religion,,,,,
MH,2718374,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2718374",African writers series,African literature--Databases.,,Africana Studies,,,,,
MH,2718956,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2718956",Twentieth-century drama,English drama--20th century--Databases.;American drama--20th century--Databases.,,"Film, Television, and Theatre",,,,,
MH,2719260,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2719260",Gale in context. Environmental studies (formerly GREENR),Environmental sciences--Abstracts--Databases.;Conservation of natural resources--Abstracts--Databases.;Environmental protection--Abstracts--Databases.;Sustainable development--Abstracts--Databases.;Renewable energy sources--Abstracts--Databases.,,"Biology, Environmental Sciences, and Medicine",Civil and Environmental Engineering,,,,
MH,2719847,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2719847",Direction of trade statistics,Commercial statistics--Databases.,,Business,,,,,
MH,2720619,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2720619",CRC handbook of chemistry and physics,Chemistry--Tables.;Physics--Tables.,,Chemistry and Biochemistry,,,,,
MH,2720622,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2720622","Polymers, a property database",Polymers--Composition--Databases.;Polymerization--Databases.;Polymers--Dictionaries.,,Chemistry and Biochemistry,,,,,
MH,2720631,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2720631",Combined chemical dictionary,Chemistry--Dictionaries.;Organic compounds--Dictionaries.;Inorganic compounds--Dictionaries.;Natural products--Dictionaries.;Organometallic compounds--Dictionaries.;Drugs--Dictionaries.;Chemical tests and reagents--Dictionaries.;Carbohydrates--Dictionaries.,,Chemistry and Biochemistry,Chemical Engineering,,,,
MH,2722546,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2722546",Properties of organic compounds,Organic compounds--Databases.;Organic compounds--Spectra--Databases.,,Chemistry and Biochemistry,,,,,
MH,2728276,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2728276",Medici.tv,Music.;Operas.;Orchestral music.;Music festivals.,,Music,,,,,
MH,2728823,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2728823",LibraryMusicSource.com,Piano music.;Orchestral music--Parts.,,Music,,,,,
MH,2740802,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2740802",SCIPIO,Art auctions--Catalogs--Indexes.;Rare books--Catalogs--Indexes.;SCIPIO (Information retrieval system),,"Art, Art History, and Design",,,,,
MH,2744005,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2744005",Gale directory of publications and broadcast media,American newspapers--Directories.;American periodicals--Directories.;Canadian newspapers--Directories.;Canadian periodicals--Directories.;Broadcasting--United States--Directories.;Broadcasting--Canada--Directories.,,,,,,,
MH,2744015,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2744015",CQ Press voting and elections collection,Elections--United States.;Voting--United States.;Political participation--United States.;Political parties--United States.;Political campaigns--United States.,,Political Science,,,,,
MH,2807398,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2807398",Handbooks in economics,"Economics--Handbooks, manuals, etc.;Finance--Handbooks, manuals, etc.",,Economics,,,,,
MH,2808607,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2808607",Government finance statistics,"Finance, Public--Statistics--Databases.",,Business,,,,,
MH,2816014,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2816014",ProQuest legislative insight,Legislative histories--United States--Information services.,,Political Science,,,,,
MH,2819075,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2819075",World scholar.,,,"Latin American, Iberian, and Latino Studies",,,,,
MH,2819687,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2819687",ASTM Standards and engineering digital library,"Materials--Testing.;Materials--Standards.;Standards, Engineering.",,Engineering,,,,,
MH,2821491,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2821491",HathiTrust Digital Library,Digital libraries--Computer network resources--Databases.;Research libraries--Computer network resources--Databases.;Institutional repositories--Computer network resources--Databases.,,Multidisciplinary,,,,,
MH,2827688,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2827688",ScienceCinema,Power resources--Research--United States.;Energy development--Research--United States.,,"Biology, Environmental Sciences, and Medicine",Civil and Environmental Engineering,,,,
MH,2828979,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2828979",CultureGrams,Intercultural communication.;Manners and customs.;National characteristics.,,,,,,,
MH,2829323,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2829323",Catholic Research and Resources Alliance.,Catholic press--Research--Databases.;Catholic intellectuals--Research--Databases.;Catholic authors--Research--Databases.,,Catholic Studies,Theology and Religion,,,,
MH,2915493,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2915493",Music periodicals database.,Music--Periodicals--Databases.;Music--Periodicals--Indexes.,,Music,,,,,
MH,3056466,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3056466",Naxos spoken word library,Literature--Computer network resources.;Poetry--Computer network resources.,,English Language and Literature,,,,,
MH,3056849,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3056849",Rock's backpages,Rock music--History and criticism--Databases.;Rock musicians--Interviews--Databases.,,Music,,,,,
MH,3057869,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3057869","Joint Publications Research Service (JPRS) reports, 1957-1994",History--Sources--Databases.;World politics--20th century--Databases.,,History,Political Science,,,,
MH,3082025,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3082025",Naxos Music Library.,Jazz--Databases.,,Music,,,,,
MH,3114332,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3114332",PhilPapers,Philosophy.,,Philosophy,,,,,
MH,3114356,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3114356",Medieval microfilms & facsimiles database,"Manuscripts, Medieval--Catalogs.",,Medieval Studies,,,,,
MH,3119973,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3119973",Handbook of magnetism and advanced magnetic materials,"Magnetism--Handbooks, manuals, etc.;Magnetic materials--Handbooks, manuals, etc.",,Physics,,,,,
MH,3119987,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3119987",PsycTESTS,Psychological tests--Design and construction.;Psychological tests--Evaluation.;Psychological tests--Catalogs.,,Psychology,,,,,
MH,3136904,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3136904",Capital IQ,Business enterprises--Finance--Databases.;Industries--Statistics--Databases.;Corporations--Databases.;Corporations--Finance--Databases.;International business enterprises--Databases.;International business enterprises--Finance--Databases.;Consolidation and merger of corporations--Databases.;Private equity--Databases.;Marketing research--Databases.,,Business,,,,,
MH,3140230,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3140230",Kirk-Othmer encyclopedia of chemical technology,"Chemistry, Technical--Encyclopedias.;Chemistry, Technical--Research--Encyclopedias.;Chemical engineering--Encyclopedias.",,Chemical Engineering,Chemistry and Biochemistry,,,,
MH,3142916,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3142916",America's historical imprints.,American literature--Databases.,,History,American Studies,,,,
MH,3220192,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3220192",Synthesis digital library of engineering and computer science,Computer science.;Electrical engineering.;Engineering.,,Computer Science and Engineering,,,,,
MH,3223107,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223107",ProQuest sociology,Sociology--Periodicals--Databases.;Social sciences--Periodicals--Databases.;Social service--Periodicals--Databases.,,Sociology,,,,,
MH,3223113,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223113",PILOTS,"Post-traumatic stress disorder--Periodicals--Indexes.;Post-traumatic stress disorder--Abstracts.;Post-traumatic stress disorder--Indexes.;Traumatic neuroses--Periodicals--Indexes.;Traumatic neuroses--Abstracts.;Traumatic neuroses--Indexes.;Stress Disorders, Post-Traumatic--Indexes.;Stress Disorders, Post-Traumatic--Abstracts.",,Psychology,,,,,
MH,3223172,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223172",International bibliography of the social sciences,Social sciences--Bibliography.;Social sciences--Periodicals--Bibliography.,,Multidisciplinary,,,,,
MH,3223173,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223173",Social services abstracts,Social service literature--Abstracts.,,,,,,,
MH,3223960,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223960",ProQuest political science,Political science--Periodicals--Databases.;International relations--Periodicals--Databases.,,Political Science,,,,,
MH,3223961,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223961",ProQuest Criminal justice,"Criminal justice, Administration of--Periodicals--Databases.;Crime--Periodicals--Databases.",,,,,,,
MH,3223962,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223962",Applied social sciences index and abstracts,Social sciences--Databases.;Social sciences--Abstracts.;Social sciences--Periodicals--Indexes.,,Multidisciplinary,,,,,
MH,3223964,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223964",ProQuest education journals,Education--Periodicals--Indexes.;Education--Research--Periodicals--Indexes.;Education--Abstracts.;Education--Research--Abstracts.,,Education,,,,,
MH,3223965,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3223965",ProQuest social science journals,Social sciences--Databases.;Social sciences--Abstracts.;Social sciences--Periodicals--Indexes.,,Multidisciplinary,,,,,
MH,3224519,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3224519",WebCSD,Crystallography--Databases.;Crystallography--Indexes--Databases.;Crystals--Structure--Databases.,,Chemistry and Biochemistry,Chemical Engineering,,,,
MH,3224691,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3224691",World Christian database,Christian sects--Databases.;Religions--Databases.,,Theology and Religion,,,,,
MH,3224692,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3224692",World religion database,Religions--Statistics--Databases.;Christianity--Statistics--Databases.,,Theology and Religion,,,,,
MH,3229124,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3229124",Mergent Archives,Corporations--United States--Databases.;Corporations--Databases.;Industries--United States--Databases.,,Business,,,,,
MH,3258520,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3258520",American history in video,Newsreels--United States.;Historical television programs--United States.,,American Studies,History,,,,
MH,3258521,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3258521",Dance in video,Dance.;Dance--Production and direction--History.,,"Film, Television, and Theatre",,,,,
MH,3258532,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3258532",Filmakers library online,Motion pictures--Databases.;Documentary films--Databases.,,"Film, Television, and Theatre",,,,,
MH,3258535,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3258535",World history in video,World history--Sources.,,History,,,,,
MH,3258568,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3258568",Classical music in video,Music.;Music--Instruction and study.,,Music,,,,,
MH,3258569,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3258569",Anthropology.,Anthropology--Databases.;Ethnology--Databases.,,Anthropology,,,,,
MH,3259675,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3259675",World databank.,Economic indicators--Databases.;Social indicators--Databases.;Economic development--Statistics--Databases.;Education--Statistics--Databases.;Population--Statistics--Databases.;Medical statistics--Databases.,,Economics,Sociology,Multidisciplinary,,,
MH,3264982,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3264982",Fuaimeanna na Gaeilge,Irish language--Dialects.;Irish language--Provincialisms.;Irish language--Discourse analysis.,,Irish Studies,,,,,
MH,3266518,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3266518",Morningstar investment research center,Investments--Databases.;Stocks--Databases.;Mutual funds--Databases.;Closed-end funds--Databases.;Exchange traded funds--Databases.,,Business,,,,,
MH,3297192,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3297192",Iter Italicum,"Middle Ages--Bibliography.;Renaissance--Bibliography.;Manuscripts, Renaissance--Union lists.;Middle Ages--Study and teaching (Higher)--Directories.;Renaissance--Study and teaching (Higher)--Directories.",,Medieval Studies,,,,,
MH,3305874,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3305874",Ethnographic video online.,Anthropology--Databases.;Ethnology--Databases.;Culture--Databases.;Sociology--Databases.;Social sciences--Databases.,,Anthropology,,,,,
MH,3306767,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3306767",PsychiatryOnline,"Mental illness--Treatment--Handbooks, manuals, etc.;Mental illness--Diagnosis--Handbooks, manuals, etc.;Diagnosis, Differential--Handbooks, manuals, etc.;Psychiatry--Periodicals.",,Psychology,,,,,
MH,3306828,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3306828",19th century British pamphlets,,,History,,,,,
MH,3306947,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3306947",Monastic Manuscript Project,,,Theology and Religion,,,,,
MH,3309646,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3309646",Digital Database of Buddhist Tripitaka Catalogues,,,Theology and Religion,,,,,
MH,3309739,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3309739",Gender watch,Women--Social conditions--Databases.;Women--History--Databases.;Gender identity--Databases.;Feminism--Databases.;Gay and lesbian studies--Databases.;Women--Periodicals--Indexes.;Women--Social conditions--Periodicals--Indexes.;Women--History--Periodicals--Indexes.;Feminism--Periodicals--Indexes.;Gay and lesbian studies--Periodicals--Indexes.,,Gender Studies,,,,,
MH,3309824,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3309824",The American West :,"Frontier and pioneer life--West (U.S.)--Sources.;National characteristics, American.",,American Studies,History,,,,
MH,3310026,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3310026",Romanticism redefined,Romanticism--Databases.;English literature--Databases.,,English Language and Literature,,,,,
MH,3310982,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3310982",HarpWeek,,,History,,,,,
MH,3322320,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3322320",Global issues in context,"History, Modern--21st century--Databases.;World politics--Databases.;International trade--Databases.;Social problems--Databases.",,Multidisciplinary,,,,,
MH,3326992,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3326992",Nineteenth Century collections online,"History, Modern--19th century--Sources.;History, Modern--19th century.",,History,,,,,
MH,3328041,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3328041",British online archives,Government publications--Great Britain--Archives--Databases.;Industrial revolution--Great Britain--Archives--Databases.;Great Britain--Foreign relations--Archives--Databases.,,History,,,,,
MH,3330680,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3330680",Zhong yang yan jiu yuan Han ji dian zi wen xian,,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3333910,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3333910",Alt-PressWatch,Underground press publications--Periodicals--Databases.,,,,,,,
MH,3337932,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3337932",JapanKnowledge,"Encyclopedias and dictionaries, Japanese.;Japanese language--Dictionaries--English.;English language--Dictionaries--Japanese.;Names, Geographical--Japan.;Japanese language--Etymology.",,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3347826,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3347826",UPCC Book Collections on Project Muse,,,Multidisciplinary,,,,,
MH,3349105,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3349105",Hein online,Law--Periodicals--Databases.,,,,,,,
MH,3349581,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3349581",Duxiu,,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3349889,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3349889",Kenkyusha Online Dictionary :,Japanese language--Dictionaries--English.;English language--Dictionaries--Japanese.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3360588,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3360588",Inter-University Consortium for Political and Social Research,Social sciences--Databases.;Social sciences--Research--Databases.;Sociology--Information services.;Political science--Databases.;Political science--Research--Databases.,,Multidisciplinary,,,,,
MH,3361775,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3361775",The Internet Shakespeare editions,,,English Language and Literature,,,,,
MH,3363658,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3363658",Oxford bibliographies online.,,,Multidisciplinary,,,,,
